keyword,date,page,position,title,author,publisher,pages,publication_date,sales_rank,image,asin,,,,,,,
drugs in 1970s,59:29.6,4,39,"The Delectable Mountains: or, Entertaining Strangers",Michael Malone,Sourcebooks Landmark,339,00:00.0,1635788,https://images-na.ssl-images-amazon.com/images/I/51H6LIrzjAL._SL75_.jpg,B00NAATHM4,,,,,,,
drugs in 1970s,59:30.7,5,43,The Man in the Blue Fez,Rik Stone,Silver Publishing,290,00:00.0,986488,https://images-na.ssl-images-amazon.com/images/I/51E8-41MNTL._SL75_.jpg,B06Y5GG8H3,,,,,,,
drugs in 1970s,59:30.7,5,47,"Last of the Red Hot Poppas: A True Story of Band Life, Wild Sex and Recreational Drugs in the 60s and 70s",Tito Luv,Bookstand Publishing,424,00:00.0,4975209,https://images-na.ssl-images-amazon.com/images/I/61mrqeX5VhL._SL75_.jpg,B00KZ6W8TK,,,,,,,
drugs in 1970s,59:31.7,6,51,A History of Money: A Novel,Alan Pauls,Melville House,210,00:00.0,1898022,https://images-na.ssl-images-amazon.com/images/I/41J1BZRk5xL._SL75_.jpg,B00NEUI19U,,,,,,,
drugs in 1970s,59:31.7,6,55,Soul Catcher,Katia Lief,Blue Table Books,198,00:00.0,1675126,https://images-na.ssl-images-amazon.com/images/I/5193WsOwInL._SL75_.jpg,B0050VDBEQ,,,,,,,
drugs in 1970s,59:31.7,6,59,Janis Joplin: Eine Biografie (German Edition),Ingeborg Schober,Fuego,203,00:00.0,4050277,https://images-na.ssl-images-amazon.com/images/I/5182zFUF6UL._SL75_.jpg,B01416YG3U,,,,,,,
drugs in 1970s,59:26.2,1,4,Dancing with Myself,Billy Idol,Touchstone,337,00:00.0,112902,https://images-na.ssl-images-amazon.com/images/I/518zkq4BrLL._SL75_.jpg,B007EE4S76,,,,,,,
drugs in 1970s,59:26.2,1,8,Big Hair and Plastic Grass: A Funky Ride Through Baseball and America in the Swinging '70s,Dan Epstein,Thomas Dunne Books,351,00:00.0,631129,https://images-na.ssl-images-amazon.com/images/I/51ceV-s1pHL._SL75_.jpg,B003JTHYH6,,,,,,,
drugs in 1970s,59:27.3,2,12,Quarry in the Black,Max Allan Collins,Hard Case Crime,320,00:00.0,193692,https://images-na.ssl-images-amazon.com/images/I/51Udu4yVclL._SL75_.jpg,B01AEPRPIK,,,,,,,
drugs in 1970s,59:27.3,2,16,The Lazarus File: How Often Must an Undercover Agent Die in Order to Survive?,Donn Taylor,Lighthouse Publishing of the Carolinas,226,00:00.0,472046,https://images-na.ssl-images-amazon.com/images/I/51zuMDgMmsL._SL75_.jpg,B01H2AZABE,,,,,,,
drugs in 1970s,59:27.3,2,20,"Coming to Las Vegas: A true tale of sex, drugs & Sin City in the 70?????s",Carolyn V. Hamilton,Swift House Press & Carolyn V. Hamilton,224,00:00.0,227864,https://images-na.ssl-images-amazon.com/images/I/61qP61ym6BL._SL75_.jpg,B00O29QZW2,,,,,,,
drugs in 1970s,59:29.0,3,24,Chicken: Self-Portrait of a Young Man For Rent,David Henry Sterry,Soft Skull Press,263,00:00.0,399717,https://images-na.ssl-images-amazon.com/images/I/51xRTFMhdQL._SL75_.jpg,B00D0V45AC,,,,,,,
drugs in 1970s,59:29.0,3,28,Man of the Year: A Memoir,Lou Cove,Flatiron Books,316,00:00.0,644644,https://images-na.ssl-images-amazon.com/images/I/514esUcPE%2BL._SL75_.jpg,B01M3NPUMG,,,,,,,
drugs in 1970s,59:29.6,4,32,Journey on the Hard Side of Miracles,Dr. Steven Stiles,NULL,252,00:00.0,879521,https://images-na.ssl-images-amazon.com/images/I/411qKHhKJxL._SL75_.jpg,B004ZZT4BM,,,,,,,
drugs in 1970s,59:29.6,4,36,Encounter in the Old Dominion (The Chronicles of Cadillac Dave: True Confessions of a Drug Kingpin Book 4),Dave Jackson,Cadillac Dave Enterprises,236,00:00.0,1204155,https://images-na.ssl-images-amazon.com/images/I/51UakmFBpFL._SL75_.jpg,B006XNI5LO,,,,,,,
drugs in 1970s,59:29.6,4,40,Marijuana Smuggler: Free Mexican Air Force will be Flying Tonight,Terry Canipe,NULL,146,00:00.0,692020,https://images-na.ssl-images-amazon.com/images/I/51dOMLiKypL._SL75_.jpg,B06XF3H9Y9,,,,,,,
drugs in 1970s,59:30.7,5,44,Full Circle: The Remarkable True Story of Two All-American Wrestling Teammates  Pitted Against Each Other in the War on Drugs and Then Reunited as Coaches,Chuck Malkus,Sports Publishing,244,00:00.0,1940572,https://images-na.ssl-images-amazon.com/images/I/51mmhiUWm%2BL._SL75_.jpg,B073X4VFFB,,,,,,,
drugs in 1970s,59:30.7,5,48,"Pharmakon, or The Story of a Happy Family: A Novel",Dirk Wittenborn,Penguin Books,406,00:00.0,1935393,https://images-na.ssl-images-amazon.com/images/I/51Rxh1LCe%2BL._SL75_.jpg,B002AU7MJA,,,,,,,
drugs in 1970s,59:31.7,6,52,The Mad Artist: Psychonautic Adventures in the 1970s,Roger Keen,NULL,366,00:00.0,2552433,https://images-na.ssl-images-amazon.com/images/I/41j3%2BUNJ6HL._SL75_.jpg,B003XT5RAI,,,,,,,
drugs in 1970s,59:31.7,6,56,Prince Albert in a Can,Jeff Wood,Clowncar Publishing,13,00:00.0,4909318,https://images-na.ssl-images-amazon.com/images/I/51ezFEQGIsL._SL75_.jpg,B007I6KY14,,,,,,,
drugs in 1970s,59:26.2,1,2,Doctor Dealer: The Rise and Fall of an All-American Boy and His Multimillion-Dollar Cocaine Empire,Mark Bowden,Grove Press,356,00:00.0,31717,https://images-na.ssl-images-amazon.com/images/I/51yEignm2jL._SL75_.jpg,B008UX8YPC,,,,,,,
drugs in 1970s,59:26.2,1,6,"The Beautiful Fall: Fashion, Genius, and Glorious Excess in 1970s Paris",Alicia Drake,Back Bay Books,449,00:00.0,282355,https://images-na.ssl-images-amazon.com/images/I/51xAsRsfJ3L._SL75_.jpg,B001XT6146,,,,,,,
drugs in 1970s,59:26.2,1,10,Killings,Calvin Trillin,Random House,295,00:00.0,355778,https://images-na.ssl-images-amazon.com/images/I/51TwezXvBiL._SL75_.jpg,B01M05S6PU,,,,,,,
drugs in 1970s,59:27.3,2,14,Inside Studio 54,Mark Fleischman,"Rare Bird Books, A Vireo Book",368,00:00.0,121765,https://images-na.ssl-images-amazon.com/images/I/51nUkNC59EL._SL75_.jpg,B075F33MHB,,,,,,,
drugs in 1970s,59:27.3,2,18,The Marijuana Murders: Nostalgia City Mysteries # 3,Mark S. Bacon,Black Opal Books,291,00:00.0,216939,https://images-na.ssl-images-amazon.com/images/I/51QF7nURmOL._SL75_.jpg,B07PBHX347,,,,,,,
drugs in 1970s,59:29.0,3,22,The Detroit True Crime Chronicles: Tales of Murder and Mayhem in the Motor City,Scott M. Burnstein,"Camino Books, Inc.",240,00:00.0,785832,https://images-na.ssl-images-amazon.com/images/I/5128LWdRw7L._SL75_.jpg,B00C5PU1O8,,,,,,,
drugs in 1970s,59:29.0,3,26,Northern Soul: An Illustrated History,Elaine Constantine,Virgin Digital,224,00:00.0,1022749,https://images-na.ssl-images-amazon.com/images/I/515BwTAtq-L._SL75_.jpg,B00EZPIVIY,,,,,,,
drugs in 1970s,59:29.0,3,30,Howling at the Moon: The Odyssey of a Monstrous Music Mogul in an Age of Excess,Walter Yetnikoff,Broadway Books,320,00:00.0,931150,https://images-na.ssl-images-amazon.com/images/I/51F8QN9MA0L._SL75_.jpg,B000FC1B4W,,,,,,,
drugs in 1970s,59:29.6,4,34,God Clobbers Us All: A Novel (Edgar Adventures),Poe Ballantine,Hawthorne Books,198,00:00.0,1121697,https://images-na.ssl-images-amazon.com/images/I/51zFJbOSk9L._SL75_.jpg,B004URP9Z0,,,,,,,
drugs in 1970s,59:29.6,4,38,"From Heartbreak to the Hippie Trail: Sex, Drugs, and Backpacking in Europe, Israel, East Africa, and Asia",Kenneth Liss,KIM Publishing,193,00:00.0,1052012,https://images-na.ssl-images-amazon.com/images/I/51PbskfFpoL._SL75_.jpg,B07FYPS6QC,,,,,,,
drugs in 1970s,59:30.7,5,42,This Is What We Do,Tom Hansen,Counterpoint,304,00:00.0,1525744,https://images-na.ssl-images-amazon.com/images/I/413eJEs4XxL._SL75_.jpg,B01MR2X3U8,,,,,,,
drugs in 1970s,59:30.7,5,46,"BOOM! - A Baby Boomer Memoir, 1947-2022",Ted Polhemus,NULL,402,00:00.0,1816190,https://images-na.ssl-images-amazon.com/images/I/51wFfSSOqeL._SL75_.jpg,B009BBYM08,,,,,,,
drugs in 1970s,59:30.7,5,50,"Lost in the Limelight (The Angel"" Series Book 1)""",Debbie Etheridge,NULL,332,00:00.0,1645801,https://images-na.ssl-images-amazon.com/images/I/41f7bbrGJiL._SL75_.jpg,B016WNDT4M,,,,,,,
drugs in 1970s,59:31.7,6,54,Policing in the 1970s and 1980s: When Cops Didn't Dance in the Street or Shoot Hoops with Bad Guys,Philip Bulone,NULL,128,00:00.0,NULL,https://images-na.ssl-images-amazon.com/images/I/51pv2bvmzDL._SL75_.jpg,B07CG4GQJL,,,,,,,
drugs in 1970s,59:31.7,6,58,And The Music Plays On,Peter Harrison,Barny Books,448,00:00.0,3889951,https://images-na.ssl-images-amazon.com/images/I/51aE5qCxXgL._SL75_.jpg,B07BS4MTX5,,,,,,,
drugs in 1970s,59:26.2,1,1,Man on the Run: Paul McCartney in the 1970s,Tom Doyle,Ballantine Books,288,00:00.0,59730,https://images-na.ssl-images-amazon.com/images/I/51s0xHZi%2BlL._SL75_.jpg,B00HKVHY8I,,,,,,,
drugs in 1970s,59:26.2,1,5,Bloody January (Harry Mccoy),Alan Parks,World Noir,337,00:00.0,72112,https://images-na.ssl-images-amazon.com/images/I/51DBNzAZAHL._SL75_.jpg,B078FGJJLP,,,,,,,
drugs in 1970s,59:26.2,1,9,Maximum City: Bombay Lost and Found,Suketu Mehta,Vintage,562,00:00.0,429245,https://images-na.ssl-images-amazon.com/images/I/51QSmfJqjCL._SL75_.jpg,B002SXIEWI,,,,,,,
drugs in 1970s,59:27.3,2,13,A City Owned: The true story of the worst case of serial sex homicide in American history (Murder by Increments Book 1),OJ Modjeska,Creativia,303,00:00.0,75561,https://images-na.ssl-images-amazon.com/images/I/41MZpR0BG-L._SL75_.jpg,B07GT55YXN,,,,,,,
drugs in 1970s,59:27.3,2,17,"Punk Avenue: Inside the New York City Underground, 1972-1982",Phil Marcade,Three Rooms Press,288,00:00.0,90641,https://images-na.ssl-images-amazon.com/images/I/51TXPGhrKxL._SL75_.jpg,B01N3UTBYY,,,,,,,
drugs in 1970s,59:29.0,3,21,Snowblind: A Brief Career in the Cocaine Trade,Robert Sabbag,Grove Press,321,00:00.0,383801,https://images-na.ssl-images-amazon.com/images/I/41osQr5wwBL._SL75_.jpg,B003OYIKV0,,,,,,,
drugs in 1970s,59:29.0,3,25,Butterfly Pit Crew,Shawn Michael Bitz,C.A. Bruce Publishing,253,00:00.0,892590,https://images-na.ssl-images-amazon.com/images/I/51VslrYL3FL._SL75_.jpg,B019O6ZXZM,,,,,,,
drugs in 1970s,59:29.0,3,29,Decline of the Lawrence Welk Empire: A Novel (Edgar Adventures),Poe Ballantine,Hawthorne Books,356,00:00.0,1245611,https://images-na.ssl-images-amazon.com/images/I/51blylYO%2BYL._SL75_.jpg,B004ROT4FW,,,,,,,
drugs in 1970s,59:29.6,4,33,Brooklyn Story,Suzanne Corso,Pocket Books,341,00:00.0,1040158,https://images-na.ssl-images-amazon.com/images/I/51NQsm5LHtL._SL75_.jpg,B003UYUOWW,,,,,,,
drugs in 1970s,59:29.6,4,37,Off Track: or How I Dropped Out of College and Came to be a Horse Trainer in the 1970s While All My Friends Were Still Doing Drugs,Jim McGarrah,"Blue Heron Book Works, LLC",162,00:00.0,1653486,https://images-na.ssl-images-amazon.com/images/I/51on1ErgnoL._SL75_.jpg,B013X50SRI,,,,,,,
drugs in 1970s,59:30.7,5,41,Andiamo: A true story of marijuana smuggling on the hi-seas,Richard King,NULL,257,00:00.0,775522,https://images-na.ssl-images-amazon.com/images/I/51JJreJyoML._SL75_.jpg,B01BQQYH1O,,,,,,,
drugs in 1970s,59:30.7,5,45,"Dorm Rats: Sex, Drugs, and Rock & Roll in the 70s Dorms",Jay E.  Morrow,"Dog Ear Publishing, LLC",168,00:00.0,4990355,https://images-na.ssl-images-amazon.com/images/I/51Ly-liixXL._SL75_.jpg,B006JQ1GSY,,,,,,,
drugs in 1970s,59:30.7,5,49,"Tall Tales and Short Shorts: Dr. J, Pistol Pete, and the Birth of the Modern NBA (Sports Icons and Issues in Popular Culture)",Adam J. Criblez,Rowman & Littlefield Publishers,324,00:00.0,1881115,https://images-na.ssl-images-amazon.com/images/I/51jGhlru%2BeL._SL75_.jpg,B072MWBFNJ,,,,,,,
drugs in 1970s,59:31.7,6,53,One Pill Makes You Smaller: A Novel,Lisa Dierbeck,"Farrar, Straus and Giroux",325,00:00.0,2546418,https://images-na.ssl-images-amazon.com/images/I/51Twa8nV5VL._SL75_.jpg,B004YESZQY,,,,,,,
drugs in 1970s,59:31.7,6,57,Shore Duty,Robin Jones,Robin Allan Jones,550,00:00.0,498039,https://images-na.ssl-images-amazon.com/images/I/51S6SD6h2yL._SL75_.jpg,B01GWJFH3M,,,,,,,
history of cocaine,59:44.0,1,4,The House at Saltwater Point (A Lavender Tides Novel Book 2),Colleen Coble,Thomas Nelson,351,00:00.0,37336,https://images-na.ssl-images-amazon.com/images/I/515n8pH97wL._SL75_.jpg,B077CS7R3K,,,,,,,
history of cocaine,59:44.0,1,8,The Second Girl (Frank Marr Book 1),David Swinson,Mulholland Books,369,00:00.0,71058,https://images-na.ssl-images-amazon.com/images/I/41PYmiWKbxL._SL75_.jpg,B0169ATL90,,,,,,,
history of cocaine,59:45.1,2,12,A Coffin for Dimitrios (Charles Latimer Book 1),Eric Ambler,Vintage Crime/Black Lizard,309,00:00.0,78585,https://images-na.ssl-images-amazon.com/images/I/51ey5zIymHL._SL75_.jpg,B005PRJKYU,,,,,,,
history of cocaine,59:45.1,2,16,Florida Roadkill: A Novel (Serge Storms series Book 1),Tim Dorsey,William Morrow,388,00:00.0,39101,https://images-na.ssl-images-amazon.com/images/I/517Nd5Rp-9L._SL75_.jpg,B000GCFBS8,,,,,,,
history of cocaine,59:45.1,2,20,"Sex Money Murder: A Story of Crack, Blood, and Betrayal",Jonathan Green,W. W. Norton & Company,423,00:00.0,271887,https://images-na.ssl-images-amazon.com/images/I/31f-wTZ6jmL._SL75_.jpg,B076MDZ573,,,,,,,
history of cocaine,59:46.2,3,24,Reagan: The Life,H. W. Brands,Anchor,834,00:00.0,219052,https://images-na.ssl-images-amazon.com/images/I/41MKqO5F1dL._SL75_.jpg,B00NDTS7FU,,,,,,,
history of cocaine,59:46.2,3,28,Wolf Boys: Two American Teenagers and Mexico's Most Dangerous Drug Cartel,Dan Slater,Simon & Schuster,353,00:00.0,100778,https://images-na.ssl-images-amazon.com/images/I/51vbGxv5MRL._SL75_.jpg,B019DKO5K8,,,,,,,
history of cocaine,59:47.2,4,32,The Secret Diary of Laura Palmer (Twin Peaks Books),Jennifer Lynch,Gallery Books,194,00:00.0,319516,https://images-na.ssl-images-amazon.com/images/I/61x1yKVc6tL._SL75_.jpg,B0054KE0C0,,,,,,,
history of cocaine,59:47.2,4,36,Long Time Gone: the autobiography of David Crosby,David Crosby,NULL,506,00:00.0,124375,https://images-na.ssl-images-amazon.com/images/I/515JhJCcPyL._SL75_.jpg,B01ILQSZN8,,,,,,,
history of cocaine,59:47.2,4,40,"The Seven-Per-Cent Solution: Being a Reprint from the Reminiscences of John H. Watson, M.D. (Norton Paperback)",,W. W. Norton & Company,226,00:00.0,302807,https://images-na.ssl-images-amazon.com/images/I/5109tRlNppL._SL75_.jpg,B00ZHJEKVE,,,,,,,
history of cocaine,59:48.4,5,44,"Compromised: Clinton, Bush and the CIA",Terry Reed,Tool Box LLC,1070,00:00.0,168583,https://images-na.ssl-images-amazon.com/images/I/51bMekxKUAL._SL75_.jpg,B075JP2BR5,,,,,,,
history of cocaine,59:48.4,5,48,Wild Tales: A Rock & Roll Life,Graham Nash,Crown Archetype,394,00:00.0,76041,https://images-na.ssl-images-amazon.com/images/I/51XxnO9WyGL._SL75_.jpg,B00C4BA6KC,,,,,,,
history of cocaine,59:49.5,6,52,The Infiltrator: The True Story of One Man Against the Biggest Drug Cartel in History,Robert Mazur,"Little, Brown and Company",368,00:00.0,282709,https://images-na.ssl-images-amazon.com/images/I/51KawrAt5eL._SL75_.jpg,B002JCJ6S4,,,,,,,
history of cocaine,59:49.5,6,56,Flying Too High: Miss Fisher's Murder Mysteries,Kerry Greenwood,Poisoned Pen Press,167,00:00.0,32495,https://images-na.ssl-images-amazon.com/images/I/51yw2Ze99iL._SL75_.jpg,B016NSXIHY,,,,,,,
history of cocaine,59:49.5,6,60,O.J. Is Innocent and I Can Prove It: The Shocking Truth about the Murders of Nicole Brown Simpson and Ron Goldman,William C. Dear,Skyhorse Publishing,553,00:00.0,484401,https://images-na.ssl-images-amazon.com/images/I/51akt5bSMjL._SL75_.jpg,B00MSYTMU0,,,,,,,
history of cocaine,59:50.7,7,64,There Are No Dead Here: A Story of Murder and Denial in Colombia,Maria McFarland S??nchez-Moreno,Bold Type Books,317,00:00.0,644852,https://images-na.ssl-images-amazon.com/images/I/512HB05qKWL._SL75_.jpg,B071FZT683,,,,,,,
history of cocaine,59:50.7,7,68,"Bad News"": The Turbulent Life of Marvin Barnes"," Pro Basketball's Original Renegade""",Mike Carey,Sports Publishing,264,00:00.0,607790,https://images-na.ssl-images-amazon.com/images/I/51q7PCZthUL._SL75_.jpg,B01HDVCPOC,,,,,,
history of cocaine,59:51.6,8,72,Snowblind: A Brief Career in the Cocaine Trade,Robert Sabbag,Grove Press,321,00:00.0,383801,https://images-na.ssl-images-amazon.com/images/I/41osQr5wwBL._SL75_.jpg,B003OYIKV0,,,,,,,
history of cocaine,59:51.6,8,76,Andean Cocaine: The Making of a Global Drug,Paul Gootenberg,The University of North Carolina Press,462,00:00.0,521547,https://images-na.ssl-images-amazon.com/images/I/51DFtIFPy4L._SL75_.jpg,B00ZVEH24C,,,,,,,
history of cocaine,59:51.6,8,80,"They Bled Blue: Fernandomania, Strike-Season Mayhem, and the Weirdest Championship Baseball Had Ever Seen: The 1981 Los Angeles Dodgers",Jason Turbow,Houghton Mifflin Harcourt,384,00:00.0,427154,https://images-na.ssl-images-amazon.com/images/I/51EAccXcqoL._SL75_.jpg,B07FK9NRQ2,,,,,,,
history of cocaine,59:52.9,9,84,Lost Girls: A Novel,Andrew Pyper,Simon & Schuster,466,00:00.0,650880,https://images-na.ssl-images-amazon.com/images/I/51Z1CBAn7zL._SL75_.jpg,B00EMDQ06E,,,,,,,
history of cocaine,59:52.9,9,88,The Legend of the Black Mecca: Politics and Class in the Making of Modern Atlanta,Maurice J. Hobson,The University of North Carolina Press,329,00:00.0,766492,https://images-na.ssl-images-amazon.com/images/I/51pg9ZjqDdL._SL75_.jpg,B06Y3VZYYK,,,,,,,
history of cocaine,59:54.0,10,92,A Secret History of Brands: The Dark and Twisted Beginnings of the Brand Names We Know and Love,Matt MacNabb,Pen & Sword History,160,00:00.0,1033305,https://images-na.ssl-images-amazon.com/images/I/51hcR3cgIuL._SL75_.jpg,B0754KVVMW,,,,,,,
history of cocaine,59:54.0,10,96,Pablo Escobar: The Life and Crimes of the World?????s Most Notorious Narco,Patrick Auerbach,NULL,60,00:00.0,527581,https://images-na.ssl-images-amazon.com/images/I/51Ci0K6I57L._SL75_.jpg,B01MDNYNZU,,,,,,,
history of cocaine,59:54.0,10,100,Snatched: From Drug Queen to Informer to Hostage--A Harrowing True Story,Bruce Porter,St. Martin's Press,321,00:00.0,909208,https://images-na.ssl-images-amazon.com/images/I/51EfC-jEKYL._SL75_.jpg,B015WBFOG6,,,,,,,
history of cocaine,59:44.0,1,1,When Hitler Took Cocaine and Lenin Lost His Brain: History's Unknown Chapters,Giles Milton,Picador,274,00:00.0,264579,https://images-na.ssl-images-amazon.com/images/I/51LSqezFZ6L._SL75_.jpg,B00V3CE1M2,,,,,,,
history of cocaine,59:44.0,1,5,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,Atlantic Monthly Press,307,00:00.0,44184,https://images-na.ssl-images-amazon.com/images/I/518UESGvRlL._SL75_.jpg,B008UX3ITE,,,,,,,
history of cocaine,59:44.0,1,9,Caddyshack: The Making of a Hollywood Cinderella Story,Chris Nashawaty,Flatiron Books,286,00:00.0,60092,https://images-na.ssl-images-amazon.com/images/I/51TQrpqk1sL._SL75_.jpg,B0763SFWP6,,,,,,,
history of cocaine,59:45.1,2,13,Doctor Dealer: The Rise and Fall of an All-American Boy and His Multimillion-Dollar Cocaine Empire,Mark Bowden,Grove Press,356,00:00.0,31717,https://images-na.ssl-images-amazon.com/images/I/51yEignm2jL._SL75_.jpg,B008UX8YPC,,,,,,,
history of cocaine,59:45.1,2,17,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",Thomas McFadden,St. Martin's Griffin,402,00:00.0,278450,https://images-na.ssl-images-amazon.com/images/I/41mz9NHqzzL._SL75_.jpg,B007XV1WC4,,,,,,,
history of cocaine,59:46.2,3,21,I Lived to Tell It All,George Jones,Dell,448,00:00.0,237441,https://images-na.ssl-images-amazon.com/images/I/51cTwo5wwvL._SL75_.jpg,B00NDTUDZC,,,,,,,
history of cocaine,59:46.2,3,25,The Falcon and the Snowman: A True Story of Friendship and Espionage,Robert Lindsey,Open Road Media,359,00:00.0,104619,https://images-na.ssl-images-amazon.com/images/I/51R%2BWqKs-EL._SL75_.jpg,B01HQ7T9B0,,,,,,,
history of cocaine,59:46.2,3,29,Miss Pettigrew Lives for a Day,Winifred Watson,Persephone Books ,256,00:00.0,207417,https://images-na.ssl-images-amazon.com/images/I/31yhICoMrPL._SL75_.jpg,B00KI2UK1E,,,,,,,
history of cocaine,59:47.2,4,33,From Chocolate to Morphine: Everything You Need to Know About Mind-Altering Drugs,Andrew Weil,Mariner Books,307,00:00.0,231333,https://images-na.ssl-images-amazon.com/images/I/51RY8DvqahL._SL75_.jpg,B003UV919M,,,,,,,
history of cocaine,59:47.2,4,37,A Brief History of Cocaine,"MD, FFFLM, Steven B. Karch",CRC Press,188,00:00.0,4161889,https://images-na.ssl-images-amazon.com/images/I/51CzD4DXwlL._SL75_.jpg,B00UVADGPK,,,,,,,
history of cocaine,59:48.4,5,41,At the Devil's Table: The Untold Story of the Insider Who Brought Down the Cali Cartel,William C. Rempel,Random House,368,00:00.0,306109,https://images-na.ssl-images-amazon.com/images/I/51WFeH1JQUL._SL75_.jpg,B004J4WM0E,,,,,,,
history of cocaine,59:48.4,5,45,Smuggler,Roger Reaves,Marrie J. Reaves,534,00:00.0,171583,https://images-na.ssl-images-amazon.com/images/I/51h6igJBWML._SL75_.jpg,B01DH7M7QM,,,,,,,
history of cocaine,59:48.4,5,49,White Mischief: A Cultural History of Cocaine,Tim Madge,Endeavour Media,242,00:00.0,1033235,https://images-na.ssl-images-amazon.com/images/I/419qY5HnpKL._SL75_.jpg,B07CQ6F2BL,,,,,,,
history of cocaine,59:49.5,6,53,"Welcome to Paradise, Now Go to Hell: A True Story of Violence, Corruption, and the Soul of Surfing",Chas Smith,Dey Street Books,259,00:00.0,245653,https://images-na.ssl-images-amazon.com/images/I/513V3AT2QoL._SL75_.jpg,B00BATIKLQ,,,,,,,
history of cocaine,59:49.5,6,57,Cocaine Nation: How the White Trade Took Over the World,Thomas Feiling,Pegasus Books,356,00:00.0,1376986,https://images-na.ssl-images-amazon.com/images/I/41LfU1GPdDL._SL75_.jpg,B00M9Z3V1Y,,,,,,,
history of cocaine,59:50.7,7,61,The Opium Wars: The Addiction of One Empire and the Corruption of Another,W. Travis Hanes III,Sourcebooks,354,00:00.0,660788,https://images-na.ssl-images-amazon.com/images/I/51GFzR%2B0SoL._SL75_.jpg,B00EQD9UDU,,,,,,,
history of cocaine,59:50.7,7,65,American Made: Who Killed Barry Seal? Pablo Escobar or George HW Bush (War On Drugs Book 2),Shaun Attwood,Gadfly Press,368,00:00.0,46605,https://images-na.ssl-images-amazon.com/images/I/515ro7l2xHL._SL75_.jpg,B01KQNAM1M,,,,,,,
history of cocaine,59:50.7,7,69,Cocaine,Marc Olden,MysteriousPress.com/Open Road,201,00:00.0,444528,https://images-na.ssl-images-amazon.com/images/I/41UZLThR5VL._SL75_.jpg,B008F4NSXO,,,,,,,
history of cocaine,59:51.6,8,73,"Tulia: Race, Cocaine, and Corruption in a Small Texas Town",Nate Blakeslee,PublicAffairs,484,00:00.0,393946,https://images-na.ssl-images-amazon.com/images/I/51nPuzxwXFL._SL75_.jpg,B004WOH09Y,,,,,,,
history of cocaine,59:51.6,8,77,Tepui: The Last Expedition,John Oehler,NULL,393,00:00.0,139253,https://images-na.ssl-images-amazon.com/images/I/51xNxtVfe2L._SL75_.jpg,B019MCJZHK,,,,,,,
history of cocaine,59:52.9,9,81,Cocaine: Global Histories,Paul Gootenberg,Routledge,240,00:00.0,2300292,https://images-na.ssl-images-amazon.com/images/I/51ioQ2AZWsL._SL75_.jpg,B000FA5V86,,,,,,,
history of cocaine,59:52.9,9,85,Coca: Divine Plant of the Incas,M. D. W. GOLDEN MORTIMER,Ronin Publishing,300,00:00.0,807428,https://images-na.ssl-images-amazon.com/images/I/51U9jodHlsL._SL75_.jpg,B0798BPKDG,,,,,,,
history of cocaine,59:52.9,9,89,A Brief History of Drugs: From the Stone Age to the Stoned Age,Antonio Escohotado,Park Street Press,178,00:00.0,918252,https://images-na.ssl-images-amazon.com/images/I/51mNMr0-cWL._SL75_.jpg,B00702M1ZS,,,,,,,
history of cocaine,59:54.0,10,93,Snow on the Atlantic: How Cocaine Came to Europe,Nacho Carretero,Zed Books,356,00:00.0,957125,https://images-na.ssl-images-amazon.com/images/I/61XWgHsuq%2BL._SL75_.jpg,B07FYPQP5H,,,,,,,
history of cocaine,59:54.0,10,97,The Duplicates (The Damaged Posse Book 5),B.R. Snow,NULL,388,00:00.0,434425,https://images-na.ssl-images-amazon.com/images/I/51l1a54WU7L._SL75_.jpg,B01KQOCZKC,,,,,,,
history of cocaine,59:44.0,1,3,Blitzed: Drugs in the Third Reich,Norman Ohler,Mariner Books,306,00:00.0,10897,https://images-na.ssl-images-amazon.com/images/I/519UzSd1D-L._SL75_.jpg,B01IAS9G94,,,,,,,
history of cocaine,59:44.0,1,7,Reckless Daughter: A Portrait of Joni Mitchell,David Yaffe,Sarah Crichton Books,430,00:00.0,41106,https://images-na.ssl-images-amazon.com/images/I/51soJq9sMAL._SL75_.jpg,B01N2JPREN,,,,,,,
history of cocaine,59:45.1,2,11,A Piece of Cake: A Memoir,Cupcake Brown,Broadway Books,480,00:00.0,123986,https://images-na.ssl-images-amazon.com/images/I/61zG7DWQPEL._SL75_.jpg,B000FCKPGM,,,,,,,
history of cocaine,59:45.1,2,15,Deep Shadow (Caribbean Dive Adventures Book 1),Nick Sullivan,Wild Yonder Press,340,00:00.0,13134,https://images-na.ssl-images-amazon.com/images/I/515bUEsGVIL._SL75_.jpg,B07CP668GH,,,,,,,
history of cocaine,59:45.1,2,19,Divided Soul: The Life Of Marvin Gaye (Da Capo Paperback),David Ritz,Da Capo Press,418,00:00.0,209750,https://images-na.ssl-images-amazon.com/images/I/41EHdWTOslL._SL75_.jpg,B009SAV1DS,,,,,,,
history of cocaine,59:46.2,3,23,Murder in Montparnasse: Phryne Fisher #12 (Phryne Fisher Mysteries),Kerry Greenwood,Poisoned Pen Press,302,00:00.0,200906,https://images-na.ssl-images-amazon.com/images/I/51CDJcDi7cL._SL75_.jpg,B006ZBXEEW,,,,,,,
