keyword,date,page,position,title,author,publisher,pages,publication_date,sales_rank,image,asin,,,,,,,
affair with informant,14:05.4,1,7,Waking Kylie (Kindle Single),Alafair Burke,Harper,48,00:00.0,94030,https://images-na.ssl-images-amazon.com/images/I/51UymsEkD2L._SL75_.jpg,B075WSDZPJ,,,,,,,
affair with informant,14:05.4,1,8,Watergate Exposed: A Confidential Informant Reveals How the President of the United States and the Watergate Burglars Were Set-Up. by Robert Merritt as ... Original Attorney for the Watergate Seven,Robert Merritt,Trine Day,288,00:00.0,1519263,https://images-na.ssl-images-amazon.com/images/I/512oIJCq1rL._SL75_.jpg,B00486UF84,,,,,,,
hatfield-mccoy feud,11:38.2,1,1,The Feud: The Hatfields and McCoys: The True Story,Dean King,"Little, Brown and Company",381,00:00.0,518694,https://images-na.ssl-images-amazon.com/images/I/61q6YDzedTL._SL75_.jpg,B008TUOA3Q,,,,,,,
hatfield-mccoy feud,11:38.2,1,2,"Lies, Damned Lies and Feud Tales: A Hatfield McCoy Feud Primer",Thomas Dotson,NULL,315,00:00.0,439502,https://images-na.ssl-images-amazon.com/images/I/51X7XyNdUFL._SL75_.jpg,B077XKHH8S,,,,,,,
hatfield-mccoy feud,11:38.2,1,3,The Hatfield & McCoy Feud after Kevin Costner: Rescuing History,Thomas Dotson,Create Space,326,00:00.0,238655,https://images-na.ssl-images-amazon.com/images/I/510z55JXTbL._SL75_.jpg,B073V6B559,,,,,,,
hatfield-mccoy feud,11:38.3,1,4,"Feud: Hatfields, McCoys, and Social Change in Appalachia, 1860-1900 (Fred W. Morrison Series in Southern Studies)",Altina L. Waller,The University of North Carolina Press,333,00:00.0,953649,https://images-na.ssl-images-amazon.com/images/I/51DQlgH-2yL._SL75_.jpg,B00AFENCAG,,,,,,,
hatfield-mccoy feud,11:38.3,1,5,"Above Suspicion: An Undercover FBI Agent, an Illicit Affair, and a Murder of Passion",Joe Sharkey,Open Road Media,394,00:00.0,21859,https://images-na.ssl-images-amazon.com/images/I/51Egr%2BtejIL._SL75_.jpg,B01N49MWZH,,,,,,,
hatfield-mccoy feud,11:38.3,1,6,Richer Than Sin,Meghan March,Red Dress Press,252,00:00.0,11371,https://images-na.ssl-images-amazon.com/images/I/51WsBHcyi9L._SL75_.jpg,B07D3XSRQ4,,,,,,,
hatfield-mccoy feud,11:38.3,1,7,The Hatfields and the McCoys,Otis K. Rice,The University Press of Kentucky,180,00:00.0,958697,https://images-na.ssl-images-amazon.com/images/I/51V6W174KqL._SL75_.jpg,B0078XFU3Y,,,,,,,
hatfield-mccoy feud,11:38.3,1,8,The True Story of the Hatfield and McCoy Feud,L. D. Hatfield,Ravenio Books,38,00:00.0,1495264,https://images-na.ssl-images-amazon.com/images/I/518KHN3p6QL._SL75_.jpg,B016RAMWEI,,,,,,,
hatfield-mccoy feud,11:38.3,1,9,Blood Feud: The Hatfields and the McCoys: The Epic Story of Murder and Vengeance,Lisa Alther,Lyons Press,304,00:00.0,1183385,https://images-na.ssl-images-amazon.com/images/I/51Ue5s91ywL._SL75_.jpg,B00MJD7B7Q,,,,,,,
hatfield-mccoy feud,11:38.3,1,10,Kellen's Moment,Robin Alexander,Intaglio Publications,212,00:00.0,277262,https://images-na.ssl-images-amazon.com/images/I/51l-ugOmR1L._SL75_.jpg,B07B2N96TM,,,,,,,
hatfield-mccoy feud,11:39.4,2,11,The Sound and the Furry: A Chet and Bernie Mystery (The Chet and Bernie Mystery Series Book 6),Spencer Quinn,Atria Books,321,00:00.0,134584,https://images-na.ssl-images-amazon.com/images/I/51nDsrgtskL._SL75_.jpg,B00A285TEM,,,,,,,
hatfield-mccoy feud,11:39.4,2,12,Bourbon: A History of the American Spirit,Dane Huckelbridge,William Morrow,293,00:00.0,225665,https://images-na.ssl-images-amazon.com/images/I/514O4ud7nYL._SL75_.jpg,B00DB36DLI,,,,,,,
hatfield-mccoy feud,11:39.4,2,13,The Cowboy's Gamble: A Second Chance Romance (A Love So Sweet Novel Book 1),Mia Porter,NULL,232,00:00.0,26714,https://images-na.ssl-images-amazon.com/images/I/41AEuP7zYWL._SL75_.jpg,B00OA35BZW,,,,,,,
hatfield-mccoy feud,11:39.4,2,14,Feud,Phyllis Bourne,Red Lipstick Press,150,00:00.0,140327,https://images-na.ssl-images-amazon.com/images/I/51Zjb%2BfwtLL._SL75_.jpg,B079LVB7K5,,,,,,,
hatfield-mccoy feud,11:39.4,2,15,The Hatfields and the McCoys: The Dramatic Story of a Mountain Feud,John R. Spears,A. J. Cornell Publications,46,00:00.0,1089878,https://images-na.ssl-images-amazon.com/images/I/4119OJd92eL._SL75_.jpg,B008DHMPCI,,,,,,,
hatfield-mccoy feud,11:39.4,2,16,The Coffin Quilt: The Feud between the Hatfields and the McCoys (Great Episodes),Ann Rinaldi,HMH Books for Young Readers,250,00:00.0,191970,https://images-na.ssl-images-amazon.com/images/I/41tzHuG1WQL._SL75_.jpg,B003K16PKU,,,,,,,
hatfield-mccoy feud,11:39.4,2,17,Crazy Jim Vance And The Men Who Murdered Him,Thomas Dotson,NULL,216,00:00.0,1184247,https://images-na.ssl-images-amazon.com/images/I/51rSEjwFbdL._SL75_.jpg,B014BYPPHI,,,,,,,
hatfield-mccoy feud,11:39.4,2,18,Her Howling Harem 1: A reverse harem romance,Savannah Skye,NULL,171,00:00.0,72776,https://images-na.ssl-images-amazon.com/images/I/51C9im6FAvL._SL75_.jpg,B077T9MZMF,,,,,,,
hatfield-mccoy feud,11:39.4,2,19,By Any Other Name,Natasha West,NULL,188,00:00.0,33783,https://images-na.ssl-images-amazon.com/images/I/51EEvrjQ2PL._SL75_.jpg,B07BZHCVDF,,,,,,,
hatfield-mccoy feud,11:39.4,2,20,American Legends: The Hatfields and McCoys,Charles River Editors,NULL,28,00:00.0,637266,https://images-na.ssl-images-amazon.com/images/I/51yAusaJWlL._SL75_.jpg,B0095B45WY,,,,,,,
hatfield-mccoy feud,11:40.7,3,21,Raiders of Spanish Peaks: A Western Story,Zane Grey,Skyhorse,363,00:00.0,667801,https://images-na.ssl-images-amazon.com/images/I/51uDY5cnumL._SL75_.jpg,B01BFJBKEY,,,,,,,
hatfield-mccoy feud,11:40.7,3,22,REVENGE,Ann Robbins Phillips,NULL,294,00:00.0,473610,https://images-na.ssl-images-amazon.com/images/I/41Q%2BoZ5qqVL._SL75_.jpg,B0083UI0PG,,,,,,,
hatfield-mccoy feud,11:40.7,3,23,The Return,Dinah McCall,MIRA,384,00:00.0,180827,https://images-na.ssl-images-amazon.com/images/I/51Onh6xvUsL._SL75_.jpg,B00N79VUH8,,,,,,,
hatfield-mccoy feud,11:40.7,3,24,The Missing McCoys,Thomas Dotson,NULL,164,00:00.0,807725,https://images-na.ssl-images-amazon.com/images/I/51ul6w7X2bL._SL75_.jpg,B00XM684LG,,,,,,,
hatfield-mccoy feud,11:40.7,3,25,The Hatfield McCoy Feud: The Code of The Mountains,Jimmy Gray,"Readio Theatre, LLC",NULL,00:00.0,154255,https://images-na.ssl-images-amazon.com/images/I/51LBKknaDXL._SL75_.jpg,B003VXNFQY,,,,,,,
hatfield-mccoy feud,11:40.7,3,26,My Little Gypsy (Bishop Family Book 5),Brooke St. James,Blue House Press,204,00:00.0,54976,https://images-na.ssl-images-amazon.com/images/I/51QiFF9fEhL._SL75_.jpg,B076PZ6BRR,,,,,,,
hatfield-mccoy feud,11:40.7,3,27,Star-Crossed Lovers (Once Upon a Time Series Book 6),Kay Hooper,Loveswept,244,00:00.0,673997,https://images-na.ssl-images-amazon.com/images/I/51BXi5SPxuL._SL75_.jpg,B01GBAKAMU,,,,,,,
hatfield-mccoy feud,11:40.7,3,28,Snow Rising (The Great North Woods Pack Book 4),Shawn Underhill,NULL,251,00:00.0,514769,https://images-na.ssl-images-amazon.com/images/I/51LZcy7jCnL._SL75_.jpg,B00WC7HU1G,,,,,,,
hatfield-mccoy feud,11:40.7,3,29,BAD BLOOD (Revenge Series Book 2),Ann Robbins-Phillips,NULL,217,00:00.0,947561,https://images-na.ssl-images-amazon.com/images/I/51hFAN-ZnPL._SL75_.jpg,B00B6DUE7E,,,,,,,
hatfield-mccoy feud,11:40.7,3,30,"Kingdom Of The Hollow, The Story Of The Hatfields And McCoys",Phillip Hardy,Madmonk Productions,285,00:00.0,327869,https://images-na.ssl-images-amazon.com/images/I/51RVVtyaEjL._SL75_.jpg,B004Y73QEC,,,,,,,
hatfield-mccoy feud,11:47.3,4,31,The True Story of the Hatfield and McCoy Feud,S. S. MacClintock,A. J. Cornell Publications,10,00:00.0,1347174,https://images-na.ssl-images-amazon.com/images/I/51rIKr67swL._SL75_.jpg,B0088ED3J0,,,,,,,
hatfield-mccoy feud,11:47.3,4,32,The Authentic History of the Hatfield-McCoy Feud,Charles G. Mutzenberg,A. J. Cornell Publications,44,00:00.0,1858544,https://images-na.ssl-images-amazon.com/images/I/41I1V%2B1fXjL._SL75_.jpg,B008E95DG0,,,,,,,
hatfield-mccoy feud,11:47.3,4,33,"Leadership Secrets of Devil Anse Hatfield: 12 Rules for Life, Horse-trading and Leading Folks",Charles Blankenship,KPL&G Productions,NULL,00:00.0,1513209,https://images-na.ssl-images-amazon.com/images/I/51xEPvYhJBL._SL75_.jpg,B00IZGKHH2,,,,,,,
hatfield-mccoy feud,11:47.3,4,34,"Focus On: History of the Southern United States: Confederate States of America, Hatfield?????McCoy Feud, The Birth of a Nation, Mason?????Dixon Line, Reconstruction ... of the American Civil War, Dixiecrat, e",Wikipedia contributors,Focus On,793,00:00.0,2026126,https://images-na.ssl-images-amazon.com/images/I/41rXg2JNocL._SL75_.jpg,B07DY3VKZX,,,,,,,
hatfield-mccoy feud,11:47.3,4,35,The Warwycks of Easthampton (Warwyck Trilogy Book 3),Rosalind Laker,Endeavour Media,340,00:00.0,695636,https://images-na.ssl-images-amazon.com/images/I/51tv4H7g9eL._SL75_.jpg,B01CEU5Z76,,,,,,,
hatfield-mccoy feud,11:47.3,4,36,Troublemakers,Carol James Marshall,NULL,45,00:00.0,1609699,https://images-na.ssl-images-amazon.com/images/I/51a5cbLB6kL._SL75_.jpg,B07BQHWRWY,,,,,,,
hatfield-mccoy feud,11:47.3,4,37,"Gwen's Ghost, a paranormal Regency romance",Lynn Kerstan,NULL,277,00:00.0,1134229,https://images-na.ssl-images-amazon.com/images/I/51IA6qHBGBL._SL75_.jpg,B007ZV0VWY,,,,,,,
hatfield-mccoy feud,11:47.3,4,38,Sweet Sorrow (Men of the Mountains Book 2),Tallulah Scott,After Midnight Press,107,00:00.0,643486,https://images-na.ssl-images-amazon.com/images/I/51VpQvCoZeL._SL75_.jpg,B01N47V9NB,,,,,,,
hatfield-mccoy feud,11:47.3,4,39,The North Country Confessional,Craig C. Charles,North Country Press,236,00:00.0,1636762,https://images-na.ssl-images-amazon.com/images/I/61-h0q01KbL._SL75_.jpg,B00QWC71HA,,,,,,,
hatfield-mccoy feud,11:47.3,4,40,Missing and Presumed Dead: A Chandler County Novel,Cherime MacFarlane,Paper Gold Publishing,206,00:00.0,1501857,https://images-na.ssl-images-amazon.com/images/I/51xY1PVPwdL._SL75_.jpg,B07B4NNV7H,,,,,,,
hatfield-mccoy feud,11:47.8,5,41,Feuding and Southern Appalachia: Case Study Hatfield-McCoy Feud,Susanne Opel,GRIN Verlag,34,00:00.0,NULL,https://images-na.ssl-images-amazon.com/images/I/41sQU1YqCKL._SL75_.jpg,B076X1BYN6,,,,,,,
hatfield-mccoy feud,11:47.8,5,42,The Blood Feud: Devil Anse Hatfield & the Real Mccoys,Stephen W. Snuffer,Trafford Publishing,190,00:00.0,1873329,https://images-na.ssl-images-amazon.com/images/I/51nwPNad2yL._SL75_.jpg,B0792S5C2D,,,,,,,
hatfield-mccoy feud,11:47.8,5,43,Kentucky Weed,Jim Miller,"Moonshine Cove Publishing, LLC",268,00:00.0,1909743,https://images-na.ssl-images-amazon.com/images/I/51%2BmDJUu25L._SL75_.jpg,B013J3LJ2M,,,,,,,
hatfield-mccoy feud,11:47.8,5,44,The Dramatic Story of A Mountain Feud: Annotated Edition (The Appalachian Heritage Series Book 5),John Spears,Homespin Press,88,00:00.0,1440140,https://images-na.ssl-images-amazon.com/images/I/51OQdY93TfL._SL75_.jpg,B00WULAX5E,,,,,,,
hatfield-mccoy feud,11:47.8,5,45,The Deepest Black,Rainy Kaye,NULL,236,00:00.0,962912,https://images-na.ssl-images-amazon.com/images/I/5176OOEI29L._SL75_.jpg,B01D234SI6,,,,,,,
hatfield-mccoy feud,11:47.8,5,46,"History of Corporal  Fess Whitaker: Life in the Kentucky Mountains,  Mexico, and Texas (1918)",Fess Whitaker,NULL,127,00:00.0,1906727,https://images-na.ssl-images-amazon.com/images/I/51YpgL958VL._SL75_.jpg,B01DAD1084,,,,,,,
hatfield-mccoy feud,11:47.8,5,47,Neighborly,Brian D. Cole,NULL,241,00:00.0,1798788,https://images-na.ssl-images-amazon.com/images/I/51A0IGfMsHL._SL75_.jpg,B06VSXCV9P,,,,,,,
hatfield-mccoy feud,11:47.8,5,48,Fools Paradise (Backstage Boys Book 2),Jennifer Stevenson,Book View Cafe,248,00:00.0,2396990,https://images-na.ssl-images-amazon.com/images/I/51hNYeTryWL._SL75_.jpg,B0036TH4DS,,,,,,,
hatfield-mccoy feud,11:47.8,5,49,An American  Vendetta:  A Story of Barbarism in the United States (1899),Theron Clark Crawford,NULL,91,00:00.0,2013106,https://images-na.ssl-images-amazon.com/images/I/51E6U9ULyuL._SL75_.jpg,B076HB5DR8,,,,,,,
hatfield-mccoy feud,11:47.8,5,50,From the Coal Fields to the Cranberry... The Stories of Cowboy Bob O'Dell,Bob O'Dell,Self Published,NULL,00:00.0,3306691,https://images-na.ssl-images-amazon.com/images/I/515qoBc3ZqL._SL75_.jpg,B006WBJIGS,,,,,,,
hatfield-mccoy feud,47:35.4,1,1,The Feud: The Hatfields and McCoys: The True Story,Dean King,"Little, Brown and Company",381,00:00.0,520262,https://images-na.ssl-images-amazon.com/images/I/61q6YDzedTL._SL75_.jpg,B008TUOA3Q,,,,,,,
hatfield-mccoy feud,47:35.4,1,2,"Lies, Damned Lies and Feud Tales: A Hatfield McCoy Feud Primer",Thomas Dotson,NULL,315,00:00.0,445836,https://images-na.ssl-images-amazon.com/images/I/51X7XyNdUFL._SL75_.jpg,B077XKHH8S,,,,,,,
hatfield-mccoy feud,47:35.4,1,3,The Hatfield & McCoy Feud after Kevin Costner: Rescuing History,Thomas Dotson,Create Space,326,00:00.0,247479,https://images-na.ssl-images-amazon.com/images/I/510z55JXTbL._SL75_.jpg,B073V6B559,,,,,,,
hatfield-mccoy feud,47:35.4,1,4,"Feud: Hatfields, McCoys, and Social Change in Appalachia, 1860-1900 (Fred W. Morrison Series in Southern Studies)",Altina L. Waller,The University of North Carolina Press,333,00:00.0,954847,https://images-na.ssl-images-amazon.com/images/I/51DQlgH-2yL._SL75_.jpg,B00AFENCAG,,,,,,,
hatfield-mccoy feud,47:35.4,1,5,"Above Suspicion: An Undercover FBI Agent, an Illicit Affair, and a Murder of Passion",Joe Sharkey,Open Road Media,394,00:00.0,21454,https://images-na.ssl-images-amazon.com/images/I/51Egr%2BtejIL._SL75_.jpg,B01N49MWZH,,,,,,,
hatfield-mccoy feud,47:35.4,1,6,Richer Than Sin,Meghan March,Red Dress Press,252,00:00.0,11020,https://images-na.ssl-images-amazon.com/images/I/51WsBHcyi9L._SL75_.jpg,B07D3XSRQ4,,,,,,,
hatfield-mccoy feud,47:35.4,1,7,The Hatfields and the McCoys,Otis K. Rice,The University Press of Kentucky,180,00:00.0,960286,https://images-na.ssl-images-amazon.com/images/I/51V6W174KqL._SL75_.jpg,B0078XFU3Y,,,,,,,
hatfield-mccoy feud,47:35.4,1,8,The True Story of the Hatfield and McCoy Feud,L. D. Hatfield,Ravenio Books,38,00:00.0,1495329,https://images-na.ssl-images-amazon.com/images/I/518KHN3p6QL._SL75_.jpg,B016RAMWEI,,,,,,,
hatfield-mccoy feud,47:35.4,1,9,Blood Feud: The Hatfields and the McCoys: The Epic Story of Murder and Vengeance,Lisa Alther,Lyons Press,304,00:00.0,1183557,https://images-na.ssl-images-amazon.com/images/I/51Ue5s91ywL._SL75_.jpg,B00MJD7B7Q,,,,,,,
hatfield-mccoy feud,47:35.4,1,10,Kellen's Moment,Robin Alexander,Intaglio Publications,212,00:00.0,280910,https://images-na.ssl-images-amazon.com/images/I/51l-ugOmR1L._SL75_.jpg,B07B2N96TM,,,,,,,
hatfield-mccoy feud,48:14.0,2,11,The Sound and the Furry: A Chet and Bernie Mystery (The Chet and Bernie Mystery Series Book 6),Spencer Quinn,Atria Books,321,00:00.0,145604,https://images-na.ssl-images-amazon.com/images/I/51nDsrgtskL._SL75_.jpg,B00A285TEM,,,,,,,
hatfield-mccoy feud,48:14.0,2,12,Bourbon: A History of the American Spirit,Dane Huckelbridge,William Morrow,293,00:00.0,229588,https://images-na.ssl-images-amazon.com/images/I/514O4ud7nYL._SL75_.jpg,B00DB36DLI,,,,,,,
hatfield-mccoy feud,48:14.0,2,13,The Cowboy's Gamble: A Second Chance Romance (A Love So Sweet Novel Book 1),Mia Porter,NULL,232,00:00.0,28734,https://images-na.ssl-images-amazon.com/images/I/41AEuP7zYWL._SL75_.jpg,B00OA35BZW,,,,,,,
hatfield-mccoy feud,48:14.0,2,14,Feud,Phyllis Bourne,Red Lipstick Press,150,00:00.0,148547,https://images-na.ssl-images-amazon.com/images/I/51Zjb%2BfwtLL._SL75_.jpg,B079LVB7K5,,,,,,,
hatfield-mccoy feud,48:14.0,2,15,The Hatfields and the McCoys: The Dramatic Story of a Mountain Feud,John R. Spears,A. J. Cornell Publications,46,00:00.0,1090137,https://images-na.ssl-images-amazon.com/images/I/4119OJd92eL._SL75_.jpg,B008DHMPCI,,,,,,,
hatfield-mccoy feud,48:14.0,2,16,The Coffin Quilt: The Feud between the Hatfields and the McCoys (Great Episodes),Ann Rinaldi,HMH Books for Young Readers,250,00:00.0,206931,https://images-na.ssl-images-amazon.com/images/I/41tzHuG1WQL._SL75_.jpg,B003K16PKU,,,,,,,
hatfield-mccoy feud,48:14.0,2,17,Crazy Jim Vance And The Men Who Murdered Him,Thomas Dotson,NULL,216,00:00.0,1185255,https://images-na.ssl-images-amazon.com/images/I/51rSEjwFbdL._SL75_.jpg,B014BYPPHI,,,,,,,
hatfield-mccoy feud,48:14.0,2,18,Her Howling Harem 1: A reverse harem romance,Savannah Skye,NULL,171,00:00.0,54994,https://images-na.ssl-images-amazon.com/images/I/51C9im6FAvL._SL75_.jpg,B077T9MZMF,,,,,,,
hatfield-mccoy feud,48:14.0,2,19,By Any Other Name,Natasha West,NULL,188,00:00.0,31078,https://images-na.ssl-images-amazon.com/images/I/51EEvrjQ2PL._SL75_.jpg,B07BZHCVDF,,,,,,,
hatfield-mccoy feud,48:14.0,2,20,American Legends: The Hatfields and McCoys,Charles River Editors,NULL,28,00:00.0,637780,https://images-na.ssl-images-amazon.com/images/I/51yAusaJWlL._SL75_.jpg,B0095B45WY,,,,,,,
hatfield-mccoy feud,48:14.7,3,21,Raiders of Spanish Peaks: A Western Story,Zane Grey,Skyhorse,363,00:00.0,668258,https://images-na.ssl-images-amazon.com/images/I/51uDY5cnumL._SL75_.jpg,B01BFJBKEY,,,,,,,
hatfield-mccoy feud,48:14.7,3,22,REVENGE,Ann Robbins Phillips,NULL,294,00:00.0,478941,https://images-na.ssl-images-amazon.com/images/I/41Q%2BoZ5qqVL._SL75_.jpg,B0083UI0PG,,,,,,,
hatfield-mccoy feud,48:14.7,3,23,The Return,Dinah McCall,MIRA,384,00:00.0,193788,https://images-na.ssl-images-amazon.com/images/I/51Onh6xvUsL._SL75_.jpg,B00N79VUH8,,,,,,,
hatfield-mccoy feud,48:14.7,3,24,The Missing McCoys,Thomas Dotson,NULL,164,00:00.0,808804,https://images-na.ssl-images-amazon.com/images/I/51ul6w7X2bL._SL75_.jpg,B00XM684LG,,,,,,,
hatfield-mccoy feud,48:14.7,3,25,The Hatfield McCoy Feud: The Code of The Mountains,Jimmy Gray,"Readio Theatre, LLC",NULL,00:00.0,155037,https://images-na.ssl-images-amazon.com/images/I/51LBKknaDXL._SL75_.jpg,B003VXNFQY,,,,,,,
hatfield-mccoy feud,48:14.8,3,26,My Little Gypsy (Bishop Family Book 5),Brooke St. James,Blue House Press,204,00:00.0,58903,https://images-na.ssl-images-amazon.com/images/I/51QiFF9fEhL._SL75_.jpg,B076PZ6BRR,,,,,,,
hatfield-mccoy feud,48:14.8,3,27,Star-Crossed Lovers (Once Upon a Time Series Book 6),Kay Hooper,Loveswept,244,00:00.0,674712,https://images-na.ssl-images-amazon.com/images/I/51BXi5SPxuL._SL75_.jpg,B01GBAKAMU,,,,,,,
hatfield-mccoy feud,48:14.8,3,28,Snow Rising (The Great North Woods Pack Book 4),Shawn Underhill,NULL,251,00:00.0,515946,https://images-na.ssl-images-amazon.com/images/I/51LZcy7jCnL._SL75_.jpg,B00WC7HU1G,,,,,,,
hatfield-mccoy feud,48:14.8,3,29,BAD BLOOD (Revenge Series Book 2),Ann Robbins-Phillips,NULL,217,00:00.0,948821,https://images-na.ssl-images-amazon.com/images/I/51hFAN-ZnPL._SL75_.jpg,B00B6DUE7E,,,,,,,
hatfield-mccoy feud,48:14.8,3,30,"Kingdom Of The Hollow, The Story Of The Hatfields And McCoys",Phillip Hardy,Madmonk Productions,285,00:00.0,336149,https://images-na.ssl-images-amazon.com/images/I/51RVVtyaEjL._SL75_.jpg,B004Y73QEC,,,,,,,
hatfield-mccoy feud,48:15.8,4,31,The True Story of the Hatfield and McCoy Feud,S. S. MacClintock,A. J. Cornell Publications,10,00:00.0,1347321,https://images-na.ssl-images-amazon.com/images/I/51rIKr67swL._SL75_.jpg,B0088ED3J0,,,,,,,
hatfield-mccoy feud,48:15.8,4,32,The Authentic History of the Hatfield-McCoy Feud,Charles G. Mutzenberg,A. J. Cornell Publications,44,00:00.0,1858577,https://images-na.ssl-images-amazon.com/images/I/41I1V%2B1fXjL._SL75_.jpg,B008E95DG0,,,,,,,
hatfield-mccoy feud,48:15.8,4,33,"Leadership Secrets of Devil Anse Hatfield: 12 Rules for Life, Horse-trading and Leading Folks",Charles Blankenship,KPL&G Productions,NULL,00:00.0,1513485,https://images-na.ssl-images-amazon.com/images/I/51xEPvYhJBL._SL75_.jpg,B00IZGKHH2,,,,,,,
hatfield-mccoy feud,48:15.8,4,34,"Focus On: History of the Southern United States: Confederate States of America, Hatfield?????McCoy Feud, The Birth of a Nation, Mason?????Dixon Line, Reconstruction ... of the American Civil War, Dixiecrat, e",Wikipedia contributors,Focus On,793,00:00.0,2026258,https://images-na.ssl-images-amazon.com/images/I/41rXg2JNocL._SL75_.jpg,B07DY3VKZX,,,,,,,
hatfield-mccoy feud,48:15.8,4,35,The Warwycks of Easthampton (Warwyck Trilogy Book 3),Rosalind Laker,Endeavour Media,340,00:00.0,696879,https://images-na.ssl-images-amazon.com/images/I/51tv4H7g9eL._SL75_.jpg,B01CEU5Z76,,,,,,,
hatfield-mccoy feud,48:15.8,4,36,Troublemakers,Carol James Marshall,NULL,45,00:00.0,1611452,https://images-na.ssl-images-amazon.com/images/I/51a5cbLB6kL._SL75_.jpg,B07BQHWRWY,,,,,,,
hatfield-mccoy feud,48:15.8,4,37,"Gwen's Ghost, a paranormal Regency romance",Lynn Kerstan,NULL,277,00:00.0,1134671,https://images-na.ssl-images-amazon.com/images/I/51IA6qHBGBL._SL75_.jpg,B007ZV0VWY,,,,,,,
hatfield-mccoy feud,48:15.8,4,38,Sweet Sorrow (Men of the Mountains Book 2),Tallulah Scott,After Midnight Press,107,00:00.0,643714,https://images-na.ssl-images-amazon.com/images/I/51VpQvCoZeL._SL75_.jpg,B01N47V9NB,,,,,,,
hatfield-mccoy feud,48:15.8,4,39,The North Country Confessional,Craig C. Charles,North Country Press,236,00:00.0,1636791,https://images-na.ssl-images-amazon.com/images/I/61-h0q01KbL._SL75_.jpg,B00QWC71HA,,,,,,,
hatfield-mccoy feud,48:15.8,4,40,Missing and Presumed Dead: A Chandler County Novel,Cherime MacFarlane,Paper Gold Publishing,206,00:00.0,1502001,https://images-na.ssl-images-amazon.com/images/I/51xY1PVPwdL._SL75_.jpg,B07B4NNV7H,,,,,,,
hatfield-mccoy feud,48:16.7,5,41,Feuding and Southern Appalachia: Case Study Hatfield-McCoy Feud,Susanne Opel,GRIN Verlag,34,00:00.0,NULL,https://images-na.ssl-images-amazon.com/images/I/41sQU1YqCKL._SL75_.jpg,B076X1BYN6,,,,,,,
hatfield-mccoy feud,48:16.7,5,42,The Blood Feud: Devil Anse Hatfield & the Real Mccoys,Stephen W. Snuffer,Trafford Publishing,190,00:00.0,1873376,https://images-na.ssl-images-amazon.com/images/I/51nwPNad2yL._SL75_.jpg,B0792S5C2D,,,,,,,
hatfield-mccoy feud,48:16.7,5,43,Kentucky Weed,Jim Miller,"Moonshine Cove Publishing, LLC",268,00:00.0,1909824,https://images-na.ssl-images-amazon.com/images/I/51%2BmDJUu25L._SL75_.jpg,B013J3LJ2M,,,,,,,
hatfield-mccoy feud,48:16.7,5,44,The Dramatic Story of A Mountain Feud: Annotated Edition (The Appalachian Heritage Series Book 5),John Spears,Homespin Press,88,00:00.0,1440309,https://images-na.ssl-images-amazon.com/images/I/51OQdY93TfL._SL75_.jpg,B00WULAX5E,,,,,,,
hatfield-mccoy feud,48:16.7,5,45,The Deepest Black,Rainy Kaye,NULL,236,00:00.0,963220,https://images-na.ssl-images-amazon.com/images/I/5176OOEI29L._SL75_.jpg,B01D234SI6,,,,,,,
hatfield-mccoy feud,48:16.7,5,46,"History of Corporal  Fess Whitaker: Life in the Kentucky Mountains,  Mexico, and Texas (1918)",Fess Whitaker,NULL,127,00:00.0,1906916,https://images-na.ssl-images-amazon.com/images/I/51YpgL958VL._SL75_.jpg,B01DAD1084,,,,,,,
hatfield-mccoy feud,48:16.7,5,47,Neighborly,Brian D. Cole,NULL,241,00:00.0,1798867,https://images-na.ssl-images-amazon.com/images/I/51A0IGfMsHL._SL75_.jpg,B06VSXCV9P,,,,,,,
hatfield-mccoy feud,48:16.7,5,48,Fools Paradise (Backstage Boys Book 2),Jennifer Stevenson,Book View Cafe,248,00:00.0,2397094,https://images-na.ssl-images-amazon.com/images/I/51hNYeTryWL._SL75_.jpg,B0036TH4DS,,,,,,,
hatfield-mccoy feud,48:16.8,5,49,An American  Vendetta:  A Story of Barbarism in the United States (1899),Theron Clark Crawford,NULL,91,00:00.0,2013151,https://images-na.ssl-images-amazon.com/images/I/51E6U9ULyuL._SL75_.jpg,B076HB5DR8,,,,,,,
hatfield-mccoy feud,48:16.8,5,50,From the Coal Fields to the Cranberry... The Stories of Cowboy Bob O'Dell,Bob O'Dell,Self Published,NULL,00:00.0,3306831,https://images-na.ssl-images-amazon.com/images/I/515qoBc3ZqL._SL75_.jpg,B006WBJIGS,,,,,,,
new york city,25:07.7,1,4,Fodor's New York City 2019 (Full-color Travel Guide Book 29),Fodor's Travel Guides,Fodor's Travel,496,00:00.0,194904,https://images-na.ssl-images-amazon.com/images/I/51uAbSdPZfL._SL75_.jpg,B07FYYKYNN,,,,,,,
new york city,25:07.7,1,8,City of Dreams: The 400-Year Epic History of Immigrant New York,Tyler Anbinder,Mariner Books,771,00:00.0,152040,https://images-na.ssl-images-amazon.com/images/I/51Y1drXZH%2BL._SL75_.jpg,B01912OVRU,,,,,,,
new york city,25:09.0,2,12,Strange and Obscure Stories of New York City: Little-Known Tales About Gotham's People and Places,Tim Rowland,Skyhorse Publishing,228,00:00.0,163095,https://images-na.ssl-images-amazon.com/images/I/51UpLLEVT2L._SL75_.jpg,B01DV1Y7X0,,,,,,,
